Thread     Type        Activity             PID    TTL  
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x3e0064
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x495      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(AOP): start(<private>) - (Mar  6 2023@20:59:55)
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x3f0064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x72c      Default     0x0                  0      0    kernel: (IOTimeSyncFamily) IOTimeSyncClockManager::init created and initing
0x72c      Default     0x0                  0      0    kernel: (IOTimeSyncFamily) IOTimeSyncClockManager::start starting
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x400064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x410064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x72c      Default     0x0                  0      0    kernel: Couldn't alloc class "AppleKeyStoreTest"
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x420064
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x430064
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6fd      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x6fd      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x12b      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******ab start
0x6fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x6fd      Default     0x0                  0      0    kernel: (IOTimeSyncFamily) Assert: orderedLookup->getCount() > 0 (value 0x0 0),  file: /AppleInternal/Library/BuildRoots/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxa8/Library/Caches/com.apple.xbs/Sources/TimeSync_kext/IOTimeSyncFamily/IOTimeSyncClockManager.cpp, line: 1097
0x6fd      Default     0x0                  0      0    kernel: (IOTimeSyncFamily)   IOTimeSyncTranslationPMGR(MachAbsoluteTimeSnapshot): Starting snapshot.
0x7a       Default     0x0                  0      0    kernel: (AppleARMPlatform) AppleARMRTC service registered!$$$$$
0x7a       Default     0x0                  0      0    kernel: (AppleARMPlatform) AppleARMRTC publishing service!^^^^^^
0x6fd      Default     0x0                  0      0    kernel: (AppleSmartIO2) AppleSmartIO (RTBuddy-based)::start (<private>) - (Mar  6 2023@20:55:23)
0x6fd      Default     0x0                  0      0    kernel: (AppleSEPManager) virtual bool AppleSEPManager::start(IOService *):
0x72c      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) callPlatformFunction: IODMAController0000009A::admac-sio::1296: Allocated suspend ARMFunction <private>.
0x72c      Default     0x0                  0      0    kernel: (AppleHPM) AppleHPMBusController::start - being called
0x72c      Default     0x0                  0      0    kernel: (IOTimeSyncFamily)   IOTimeSyncTranslationPMGR(MachAbsoluteTimeSnapshot): Set lock state to locking.
0x72c      Default     0x0                  0      0    kernel: (AppleSMC) Starting AppleSMC kext(<private>) - (Mar  6 2023@21:00:30)
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x440064
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x495      Default     0x0                  0      0    kernel: (AppleSMC) AppleSMCEmbedded::setPowerState(): ENTER powerStateOrdinal=1, _activeKeyCommand=17 newState=1
0x7a       Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) AppleExternalPowerProvider::init(inOwner=mca1a, inExternalPowerProvider=IODMAController0000009A) registered external power provider getState=0x1e pwrFlags=0x8000
0x7a       Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) * mca1a::addPowerProvider [powerProvider=IODMAController0000009A]  was added succesfully
0x7a       Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca1a::getNumberOfPoweredOffExternalDevices() - ExternalPowerProvider : IODMAController0000009A powered On [1/1]
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x450064
0x7a       Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca1a::getNumberOfPoweredOffExternalDevices() [ deviceCount=1, poweredOffDevices=0]
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x495      Default     0x0                  0      0    kernel: (AppleFirmwareKit) AFKFirmwareService(AFKFirmwareService:0x1******b5): result=true
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x460064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6b3      Default     0x0                  0      0    kernel: (AppleARMWatchdogTimer) AppleARMWatchdogTimer::start: _wdtBaseAddress: <private> _wdtResetCount=0x*****00 _useSMCEnforcedWatchdog=1
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x470064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x72c      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (invokes-sochot)
0x126      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******be start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: (AppleAVD) AppleAVD: start(): boot-arg avd-control: 0xcafecafe - m_dartPanicOverrideIsValid: 0 - m_dartPanicOverride: 0
0x72c      Default     0x0                  0      0    kernel: Couldn't alloc class "AppleKeyStoreTest"
0x7a       Default     0x0                  0      0    kernel: (AppleAVD) AppleAVD: start(): Kernel parsing enabled
0x7a       Default     0x0                  0      0    kernel: (AppleAVD) AppleAVD: start(): status: 0 - physical memory size 0x200000000 - m_maxUserClientCount: 32
0x7a       Default     0x0                  0      0    kernel: (AppleAVD) AppleAVD: start(): tmr.timeout add <private>
0x6fd      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) callPlatformFunction: IODMAController0000009A::admac-sio::1296: Allocated suspend ARMFunction <private>.
0x6b3      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) AppleExternalPowerProvider::init(inOwner=mca3a, inExternalPowerProvider=IODMAController0000009A) registered external power provider getState=0x1e pwrFlags=0x8000
0x6b3      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) * mca3a::addPowerProvider [powerProvider=IODMAController0000009A]  was added succesfully
0x6b3      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca3a::getNumberOfPoweredOffExternalDevices() - ExternalPowerProvider : IODMAController0000009A powered On [1/1]
0x6b3      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca3a::getNumberOfPoweredOffExternalDevices() [ deviceCount=1, poweredOffDevices=0]
0x7a       Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca3a::getNumberOfPoweredOffExternalDevices() - ExternalPowerProvider : IODMAController0000009A powered On [1/1]
0x7a       Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca3a::getNumberOfPoweredOffExternalDevices() [ deviceCount=1, poweredOffDevices=0]
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x480064
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x490064
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x72c      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) callPlatformFunction: IODMAController0000009A::admac-sio::1296: Allocated suspend ARMFunction <private>.
0x72c      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) AppleExternalPowerProvider::init(inOwner=mca3b, inExternalPowerProvider=IODMAController0000009A) registered external power provider getState=0x1e pwrFlags=0x8000
0x72c      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) * mca3b::addPowerProvider [powerProvider=IODMAController0000009A]  was added succesfully
0x72c      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca3b::getNumberOfPoweredOffExternalDevices() - ExternalPowerProvider : IODMAController0000009A powered On [1/1]
0x72c      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca3b::getNumberOfPoweredOffExternalDevices() [ deviceCount=1, poweredOffDevices=0]
0x6b3      Default     0x0                  0      0    kernel: (AppleSEPManager) virtual bool AppleSEPManager::start(IOService *): SEP memory IS coherent
0x72c      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca3b::getNumberOfPoweredOffExternalDevices() - ExternalPowerProvider : IODMAController0000009A powered On [1/1]
0x6b3      Default     0x0                  0      0    kernel: (AppleSEPManager) virtual bool AppleSEPManager::start(IOService *): control endpoints created
0x72c      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca3b::getNumberOfPoweredOffExternalDevices() [ deviceCount=1, poweredOffDevices=0]
0x6fd      Default     0x0                  0      0    kernel: ktriage_register_subsystem_strings: set subsystem 8 strings
0x6fd      Default     0x0                  0      0    kernel: mcache: 8 CPU(s), 128 bytes CPU cache line size
0x6fd      Default     0x0                  0      0    kernel: mbinit: done [128 MB total pool size, (85/42) split]
0x72c      Default     0x0                  0      0    kernel: (AppleARMIISAudio) AppleARMIISAudioDevice::init(<private>, 3)
0x72c      Default     0x0                  0      0    kernel: (AppleARMIISAudio) AppleARMIISAudioDevice::init(<private>, 3) success
0x72c      Error       0x0                  0      0    kernel: (AppleARMIISAudio) Codec Input: Could not find the safety offset seed property.
0x72c      Default     0x0                  0      0    kernel: (AppleARMIISAudio) Codec Input: Could not find the safety offset seed property.
0x6fd      Default     0x0                  0      0    kernel: SK: netagent is enabled by default for this platform
0x6fd      Default     0x0                  0      0    kernel: dlil_init: Waiting for all the create dlil kernel threads to get scheduled at least once.
0x6fd      Default     0x0                  0      0    kernel: dlil_init: All the created dlil kernel threads have been scheduled at least once. Proceeding.
0x6fd      Default     0x0                  0      0    kernel: bsd_autoconf: calling kminit
0x6b3      Default     0x0                  0      0    kernel: Couldn't alloc class "AppleKeyStoreTest"
0x7a       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) callPlatformFunction: IODMAController0000009A::admac-sio::1296: Allocated suspend ARMFunction <private>.
0x7a       Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) AppleExternalPowerProvider::init(inOwner=mca0a, inExternalPowerProvider=IODMAController0000009A) registered external power provider getState=0x1e pwrFlags=0x8000
0x7a       Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) * mca0a::addPowerProvider [powerProvider=IODMAController0000009A]  was added succesfully
0x6b3      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca0a::getNumberOfPoweredOffExternalDevices() - ExternalPowerProvider : IODMAController0000009A powered On [1/1]
0x6b3      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca0a::getNumberOfPoweredOffExternalDevices() [ deviceCount=1, poweredOffDevices=0]
0x7a       Default     0x0                  0      0    kernel: (AppleSEPManager) virtual bool AppleSEPManager::start(IOService *): PM init done
0x6b3      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x4a0064
0x6b3      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6b3      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x4b0064
0x6b3      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x72c      Default     0x0                  0      0    kernel: (AppleSEPManager) IOReturn AppleSEPManager::_setPowerState(unsigned long *): power state 0 -> 2
0x72c      Default     0x0                  0      0    kernel: (AppleSEPManager) static IOService *AppleSEPManager::getReadableNvram(): Waiting for IODTNVRAM
0x72c      Default     0x0                  0      0    kernel: (AppleSEPManager) static IOService *AppleSEPManager::getReadableNvram(): Got IODTNVRAM OK
0x72c      Default     0x0                  0      0    kernel: (AppleSEPManager) void AppleSEPManager::_loadFlagData(): Didn't find oblit-inprogress in NVRAM
0x72c      Default     0x0                  0      0    kernel: (AppleSEPManager) void AppleSEPBooter::_bootAction(void *, void *): SEP status: 1
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x4c0064
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x72c      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0x*************45 0x0
0x6b3      Default     0x0                  0      0    kernel: (AppleSEPManager) void AppleSEPBooter::_bootAction(void *, void *): SEP accepted Tz0
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x4d0064
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) static AppleNVMeRequestPoolTagReserve *AppleNVMeRequestPoolTagReserve::Create(AppleNVMeWorkLoop *, uint8_t, uint16_t, uint32_t, bool, NVMeBufferAllocator *, lck_mtx_t *, NVMeCGType_t, IOMapper *)::138:NVMe Request Pool Init (Tag Reservation Case). First phase, RequestCount = 1
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) static AppleNVMeRequestPoolTagReserve *AppleNVMeRequestPoolTagReserve::Create(AppleNVMeWorkLoop *, uint8_t, uint16_t, uint32_t, bool, NVMeBufferAllocator *, lck_mtx_t *, NVMeCGType_t, IOMapper *)::138:NVMe Request Pool Init (Tag Reservation Case). First phase, RequestCount = 1
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn IONVMeController::CreateSubmissionQueue(uint16_t, uint8_t)::3177:SQ index=0 entrysize=64
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn IONVMeController::CreateSubmissionQueue(uint16_t, uint8_t)::3177:SQ index=0 entrysize=64
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn IONVMeController::CreateSubmissionQueue(uint16_t, uint8_t)::3177:SQ index=1 entrysize=64
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn IONVMeController::CreateSubmissionQueue(uint16_t, uint8_t)::3177:SQ index=1 entrysize=64
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual void AppleANS3NVMeController::EnableLinearSQ()::127:Enabling LSQ
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual void AppleANS3NVMeController::EnableLinearSQ()::127:Enabling LSQ
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual void AppleANS2CGNVMeController::SetupAdminQueue()::216:Successfully enabled NVMe CoastGuard
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual void AppleANS2CGNVMeController::SetupAdminQueue()::216:Successfully enabled NVMe CoastGuard
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual void AppleANS2NVMeController::SetModeselRegister(uint32_t)::1214:Setting modesel to 0
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual void AppleANS2NVMeController::SetModeselRegister(uint32_t)::1214:Setting modesel to 0
0x7a       Default     0x0                  0      0    kernel: (RTBuddy) [ANS2:client1] Restarting rebuild from lba 0
0x7a       Default     0x0                  0      0    kernel: (RTBuddy) [ANS2:client1]  boot mode normal
0x7a       Default     0x0                  0      0    kernel: (RTBuddy) [ANS2:client1] Cxt Sync 0 Bands 1 2 FlowAccum 47 pendingBands 0
0x6fd      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca1a::getNumberOfPoweredOffExternalDevices() - ExternalPowerProvider : IODMAController0000009A powered On [1/1]
0x6fd      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca1a::getNumberOfPoweredOffExternalDevices() [ deviceCount=1, poweredOffDevices=0]
0x7a       Default     0x0                  0      0    kernel: (AppleARMWatchdogTimer) watchdog configured (source: inferred defaults) to monitor userspace, SoC watchdog enabled, panic SoC watchdog enabled, halt on SoC watchdog expiration: no, userspace IOKit monitoring enabled, shutdown monitoring enabled
0x7a       Default     0x0                  0      0    kernel: (AppleSEPManager) virtual bool AppleSEPManager::start(IOService *): registered
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******ce start
0x6fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x72c      Default     0x0                  0      0    kernel: (AppleFSCompressionTypeDataless) com.apple.AppleFSCompressionTypeDataless kmod start
0x6fd      Default     0x0                  0      0    kernel: ifnet_attach: All kernel threads created for interface lo0 have been scheduled at least once. Proceeding.
0x6fd      Default     0x0                  0      0    kernel: ifnet_attach: Waiting for all kernel threads created for interface gif0 to get scheduled at least once.
0x6fd      Default     0x0                  0      0    kernel: ifnet_attach: All kernel threads created for interface gif0 have been scheduled at least once. Proceeding.
0x6fd      Default     0x0                  0      0    kernel: skip attaching fsw to lo0 using legacy TX model
0x65       Info        0x0                  0      0    kernel: Reinit'd ND information for interface lo0
0x6b3      Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0x6fd      Default     0x0                  0      0    kernel: ifnet_attach: Waiting for all kernel threads created for interface stf0 to get scheduled at least once.
0x6fd      Default     0x0                  0      0    kernel: ifnet_attach: All kernel threads created for interface stf0 have been scheduled at least once. Proceeding.
0x7fd      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca0a::getNumberOfPoweredOffExternalDevices() - ExternalPowerProvider : IODMAController0000009A powered On [1/1]
0x7fd      Default     0x0                  0      0    kernel: (AppleEmbeddedAudioLibs) mca0a::getNumberOfPoweredOffExternalDevices() [ deviceCount=1, poweredOffDevices=0]
0x6b3      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0x*************85 0x0
0x6b3      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x4e0064
0x7fd      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA0TX::admac-aop-audio::578: TX:Initialized.
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7fd      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA1TX::admac-aop-audio::578: TX:Initialized.
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******d2 start
0x7fd      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA2TX::admac-aop-audio::578: TX:Initialized.
0x7a       Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA3TX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA4TX::admac-aop-audio::578: TX:Initialized.
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******d5 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x6b3      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x4f0064
0x6b3      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6b3      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x500064
0x6b3      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x72c      Default     0x0                  0      0    kernel: (AppleFSCompressionTypeZlib) com.apple.AppleFSCompressionTypeZlib kmod start
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA5TX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA6TX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA7TX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA8TX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA9TX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APAATX::admac-aop-audio::578: TX:Initialized.
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******de start
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APABTX::admac-aop-audio::578: TX:Initialized.
0x7a       Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APACTX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APADTX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APAETX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APAFTX::admac-aop-audio::578: TX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA0RX::admac-aop-audio::578: RX:Initialized.
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******e5 start
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA1RX::admac-aop-audio::578: RX:Initialized.
0x7a       Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA2RX::admac-aop-audio::578: RX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA3RX::admac-aop-audio::578: RX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA4RX::admac-aop-audio::578: RX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA5RX::admac-aop-audio::578: RX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA6RX::admac-aop-audio::578: RX:Initialized.
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******ec start
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA7RX::admac-aop-audio::578: RX:Initialized.
0x7a       Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA8RX::admac-aop-audio::578: RX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APA9RX::admac-aop-audio::578: RX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APAARX::admac-aop-audio::578: RX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APABRX::admac-aop-audio::578: RX:Initialized.
0x6b3      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APACRX::admac-aop-audio::578: RX:Initialized.
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******f3 start
0x74e      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APADRX::admac-aop-audio::578: RX:Initialized.
0x7a       Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x74e      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APAERX::admac-aop-audio::578: RX:Initialized.
0x74e      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: APAFRX::admac-aop-audio::578: RX:Initialized.
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x510064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x520064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******04 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7fd      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn AppleNVMeRequestPoolTagReserve::Rebuild(uint8_t, uint32_t, bool, NVMeCGType_t, IOMapper *)::181:NVMe Request Pool Init (Tag Reservation Case). Second phase, RequestCount = 64
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******18 start
0x7a       Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7fd      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn AppleNVMeRequestPoolTagReserve::Rebuild(uint8_t, uint32_t, bool, NVMeCGType_t, IOMapper *)::181:NVMe Request Pool Init (Tag Reservation Case). Second phase, RequestCount = 64
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******19 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******1a start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******1b start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******1c start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******1d start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
